单据日期,时,门店编号,门店名称,销售笔数,总数量,总金额,客单数,客单价,件单价,节假日,星期
43305,20,1EZZ1S0551,森马郑州德化步行街粤海店,26,68,5597,2.6,215,82,工作日,2
43305,21,1EZZ1S0551,森马郑州德化步行街粤海店,16,43,2929,2.7,183,68,工作日,2
43305,22,1EZZ1S0551,森马郑州德化步行街粤海店,13,31,2190,2.4,168,71,工作日,2
43305,23,1EZZ1S0551,森马郑州德化步行街粤海店,2,8,821,4,411,103,工作日,2
43306,10,1EZZ1S0551,森马郑州德化步行街粤海店,1,2,108,2,108,54,工作日,3
43306,11,1EZZ1S0551,森马郑州德化步行街粤海店,4,7,772,1.8,193,110,工作日,3
43306,12,1EZZ1S0551,森马郑州德化步行街粤海店,5,10,858,2,172,86,工作日,3
43306,13,1EZZ1S0551,森马郑州德化步行街粤海店,5,19,1550,3.8,310,82,工作日,3
43306,14,1EZZ1S0551,森马郑州德化步行街粤海店,5,23,2350,4.6,470,102,工作日,3
43306,15,1EZZ1S0551,森马郑州德化步行街粤海店,4,10,818,2.5,205,82,工作日,3
43306,16,1EZZ1S0551,森马郑州德化步行街粤海店,14,40,3205,2.9,229,80,工作日,3
43306,17,1EZZ1S0551,森马郑州德化步行街粤海店,8,19,1820,2.4,228,96,工作日,3
43306,18,1EZZ1S0551,森马郑州德化步行街粤海店,11,27,2151,2.5,196,80,工作日,3
43306,19,1EZZ1S0551,森马郑州德化步行街粤海店,25,56,4444,2.2,178,79,工作日,3
43306,20,1EZZ1S0551,森马郑州德化步行街粤海店,22,55,4120,2.5,187,75,工作日,3
43306,21,1EZZ1S0551,森马郑州德化步行街粤海店,13,31,2900,2.4,223,94,工作日,3
43306,22,1EZZ1S0551,森马郑州德化步行街粤海店,8,19,1603,2.4,200,84,工作日,3
43307,10,1EZZ1S0551,森马郑州德化步行街粤海店,2,5,301,2.5,151,60,工作日,4
43307,11,1EZZ1S0551,森马郑州德化步行街粤海店,10,24,2106,2.4,211,88,工作日,4
43307,12,1EZZ1S0551,森马郑州德化步行街粤海店,6,17,1393,2.8,232,82,工作日,4
43307,13,1EZZ1S0551,森马郑州德化步行街粤海店,8,21,1962,2.6,245,93,工作日,4
43307,14,1EZZ1S0551,森马郑州德化步行街粤海店,15,36,2769,2.4,185,77,工作日,4
43307,15,1EZZ1S0551,森马郑州德化步行街粤海店,7,14,1180,2,169,84,工作日,4
43307,16,1EZZ1S0551,森马郑州德化步行街粤海店,7,20,1443,2.9,206,72,工作日,4
43307,17,1EZZ1S0551,森马郑州德化步行街粤海店,20,44,3697,2.2,185,84,工作日,4
43307,18,1EZZ1S0551,森马郑州德化步行街粤海店,13,31,2850,2.4,219,92,工作日,4
43307,19,1EZZ1S0551,森马郑州德化步行街粤海店,16,43,3048,2.7,191,71,工作日,4
43307,20,1EZZ1S0551,森马郑州德化步行街粤海店,21,47,4310,2.2,205,92,工作日,4
43307,21,1EZZ1S0551,森马郑州德化步行街粤海店,10,24,2033,2.4,203,85,工作日,4
43307,22,1EZZ1S0551,森马郑州德化步行街粤海店,11,29,2905,2.6,264,100,工作日,4
43308,9,1EZZ1S0551,森马郑州德化步行街粤海店,1,2,216,2,216,108,工作日,5
43308,10,1EZZ1S0551,森马郑州德化步行街粤海店,10,22,1916,2.2,192,87,工作日,5
43308,11,1EZZ1S0551,森马郑州德化步行街粤海店,13,32,2792,2.5,215,87,工作日,5
43308,12,1EZZ1S0551,森马郑州德化步行街粤海店,17,39,2991,2.3,176,77,工作日,5
43308,13,1EZZ1S0551,森马郑州德化步行街粤海店,10,19,1571,1.9,157,83,工作日,5
43308,14,1EZZ1S0551,森马郑州德化步行街粤海店,14,32,2796,2.3,200,87,工作日,5
43308,15,1EZZ1S0551,森马郑州德化步行街粤海店,19,44,3397,2.3,179,77,工作日,5
43308,16,1EZZ1S0551,森马郑州德化步行街粤海店,12,25,2227,2.1,186,89,工作日,5
43308,17,1EZZ1S0551,森马郑州德化步行街粤海店,12,23,2192,1.9,183,95,工作日,5
43308,18,1EZZ1S0551,森马郑州德化步行街粤海店,16,43,3557,2.7,222,83,工作日,5
43308,19,1EZZ1S0551,森马郑州德化步行街粤海店,16,43,3767,2.7,235,88,工作日,5
43308,20,1EZZ1S0551,森马郑州德化步行街粤海店,18,38,3303,2.1,184,87,工作日,5
43308,21,1EZZ1S0551,森马郑州德化步行街粤海店,27,55,4645,2,172,84,工作日,5
43308,22,1EZZ1S0551,森马郑州德化步行街粤海店,7,19,1277,2.7,182,67,工作日,5
43308,23,1EZZ1S0551,森马郑州德化步行街粤海店,1,1,199,1,199,199,工作日,5
43309,9,1EZZ1S0551,森马郑州德化步行街粤海店,2,4,338,2,169,85,周末,6
43309,10,1EZZ1S0551,森马郑州德化步行街粤海店,11,34,4136,3.1,376,122,周末,6
43309,11,1EZZ1S0551,森马郑州德化步行街粤海店,16,43,4011,2.7,251,93,周末,6
43309,12,1EZZ1S0551,森马郑州德化步行街粤海店,11,27,2039,2.5,185,76,周末,6
43309,13,1EZZ1S0551,森马郑州德化步行街粤海店,19,46,4195,2.4,221,91,周末,6
43309,14,1EZZ1S0551,森马郑州德化步行街粤海店,12,23,1846,1.9,154,80,周末,6
43309,15,1EZZ1S0551,森马郑州德化步行街粤海店,22,55,4667,2.5,212,85,周末,6
43309,16,1EZZ1S0551,森马郑州德化步行街粤海店,30,73,6011,2.4,200,82,周末,6
43309,17,1EZZ1S0551,森马郑州德化步行街粤海店,39,93,8668,2.4,222,93,周末,6
43309,18,1EZZ1S0551,森马郑州德化步行街粤海店,42,104,8462,2.5,201,81,周末,6
43309,19,1EZZ1S0551,森马郑州德化步行街粤海店,52,116,10747,2.2,207,93,周末,6
43309,20,1EZZ1S0551,森马郑州德化步行街粤海店,31,66,5344,2.1,172,81,周末,6
43309,21,1EZZ1S0551,森马郑州德化步行街粤海店,30,80,6519,2.7,217,81,周末,6
43309,22,1EZZ1S0551,森马郑州德化步行街粤海店,22,49,4140,2.2,188,84,周末,6
43309,23,1EZZ1S0551,森马郑州德化步行街粤海店,7,14,1250,2,179,89,周末,6
43310,9,1EZZ1S0551,森马郑州德化步行街粤海店,1,2,116,2,116,58,周末,7
43310,10,1EZZ1S0551,森马郑州德化步行街粤海店,10,22,1778,2.2,178,81,周末,7
43310,11,1EZZ1S0551,森马郑州德化步行街粤海店,19,35,3039,1.8,160,87,周末,7
43310,12,1EZZ1S0551,森马郑州德化步行街粤海店,15,37,3426,2.5,228,93,周末,7
43310,13,1EZZ1S0551,森马郑州德化步行街粤海店,22,54,5087,2.5,231,94,周末,7
43310,14,1EZZ1S0551,森马郑州德化步行街粤海店,22,59,5679,2.7,258,96,周末,7
43310,15,1EZZ1S0551,森马郑州德化步行街粤海店,25,53,5231,2.1,209,99,周末,7
43310,16,1EZZ1S0551,森马郑州德化步行街粤海店,29,74,6544,2.6,226,88,周末,7
43310,17,1EZZ1S0551,森马郑州德化步行街粤海店,43,96,7936,2.2,185,83,周末,7
43310,18,1EZZ1S0551,森马郑州德化步行街粤海店,46,104,8590,2.3,187,83,周末,7
43310,19,1EZZ1S0551,森马郑州德化步行街粤海店,52,121,10128,2.3,195,84,周末,7
43310,20,1EZZ1S0551,森马郑州德化步行街粤海店,61,137,11828,2.3,194,86,周末,7
43310,21,1EZZ1S0551,森马郑州德化步行街粤海店,24,50,4138,2.1,172,83,周末,7
43310,22,1EZZ1S0551,森马郑州德化步行街粤海店,16,33,2970,2.1,186,90,周末,7
43310,23,1EZZ1S0551,森马郑州德化步行街粤海店,1,2,132,2,132,66,周末,7
43311,9,1EZZ1S0551,森马郑州德化步行街粤海店,2,4,356,2,178,89,工作日,1
43311,10,1EZZ1S0551,森马郑州德化步行街粤海店,9,21,1681,2.3,187,80,工作日,1
43311,11,1EZZ1S0551,森马郑州德化步行街粤海店,15,45,3292,3,219,73,工作日,1
43311,12,1EZZ1S0551,森马郑州德化步行街粤海店,9,27,2257,3,251,84,工作日,1
43311,13,1EZZ1S0551,森马郑州德化步行街粤海店,8,18,1434,2.3,179,80,工作日,1
43311,14,1EZZ1S0551,森马郑州德化步行街粤海店,15,31,2359,2.1,157,76,工作日,1
43311,15,1EZZ1S0551,森马郑州德化步行街粤海店,20,43,3517,2.2,176,82,工作日,1
43311,16,1EZZ1S0551,森马郑州德化步行街粤海店,16,43,3693,2.7,231,86,工作日,1
43311,17,1EZZ1S0551,森马郑州德化步行街粤海店,11,24,2531,2.2,230,105,工作日,1
43311,18,1EZZ1S0551,森马郑州德化步行街粤海店,12,23,1999,1.9,167,87,工作日,1
43311,19,1EZZ1S0551,森马郑州德化步行街粤海店,16,23,2338,1.4,146,102,工作日,1
43311,20,1EZZ1S0551,森马郑州德化步行街粤海店,22,52,4499,2.4,205,87,工作日,1
43311,21,1EZZ1S0551,森马郑州德化步行街粤海店,15,38,3476,2.5,232,91,工作日,1
43311,22,1EZZ1S0551,森马郑州德化步行街粤海店,8,17,1299,2.1,162,76,工作日,1
43312,9,1EZZ1S0551,森马郑州德化步行街粤海店,1,1,179,1,179,179,工作日,2
43312,10,1EZZ1S0551,森马郑州德化步行街粤海店,1,2,222,2,222,111,工作日,2
43312,11,1EZZ1S0551,森马郑州德化步行街粤海店,7,19,1604,2.7,229,84,工作日,2
43312,12,1EZZ1S0551,森马郑州德化步行街粤海店,12,41,3324,3.4,277,81,工作日,2
43312,13,1EZZ1S0551,森马郑州德化步行街粤海店,11,28,2828,2.6,257,101,工作日,2
43312,14,1EZZ1S0551,森马郑州德化步行街粤海店,7,11,1021,1.6,146,93,工作日,2
43312,15,1EZZ1S0551,森马郑州德化步行街粤海店,9,25,1720,2.8,191,69,工作日,2
43312,16,1EZZ1S0551,森马郑州德化步行街粤海店,9,22,2086,2.4,232,95,工作日,2
43312,17,1EZZ1S0551,森马郑州德化步行街粤海店,10,27,2336,2.7,234,87,工作日,2
43312,18,1EZZ1S0551,森马郑州德化步行街粤海店,15,38,3455,2.5,230,91,工作日,2
43312,19,1EZZ1S0551,森马郑州德化步行街粤海店,18,50,4303,2.8,239,86,工作日,2
43312,20,1EZZ1S0551,森马郑州德化步行街粤海店,37,89,6923,2.4,187,78,工作日,2
43312,21,1EZZ1S0551,森马郑州德化步行街粤海店,23,58,5135,2.5,223,89,工作日,2
43312,22,1EZZ1S0551,森马郑州德化步行街粤海店,10,22,1712,2.2,171,78,工作日,2
43313,9,1EZZ1S0551,森马郑州德化步行街粤海店,4,12,878,3,220,73,建军,3
43313,10,1EZZ1S0551,森马郑州德化步行街粤海店,3,8,790,2.7,263,99,建军,3
43313,11,1EZZ1S0551,森马郑州德化步行街粤海店,11,36,3088,3.3,281,86,建军,3
43313,12,1EZZ1S0551,森马郑州德化步行街粤海店,13,36,2852,2.8,219,79,建军,3
43313,13,1EZZ1S0551,森马郑州德化步行街粤海店,6,11,908,1.8,151,83,建军,3
43313,14,1EZZ1S0551,森马郑州德化步行街粤海店,11,29,2293,2.6,208,79,建军,3
43313,15,1EZZ1S0551,森马郑州德化步行街粤海店,9,21,2016,2.3,224,96,建军,3
43313,16,1EZZ1S0551,森马郑州德化步行街粤海店,9,21,1879,2.3,209,89,建军,3
43313,17,1EZZ1S0551,森马郑州德化步行街粤海店,10,31,2588,3.1,259,83,建军,3
43313,18,1EZZ1S0551,森马郑州德化步行街粤海店,24,65,5653,2.7,236,87,建军,3
43313,19,1EZZ1S0551,森马郑州德化步行街粤海店,23,48,4503,2.1,196,94,建军,3
43313,20,1EZZ1S0551,森马郑州德化步行街粤海店,23,53,4970,2.3,216,94,建军,3
43313,21,1EZZ1S0551,森马郑州德化步行街粤海店,22,65,5133,3,233,79,建军,3
43313,22,1EZZ1S0551,森马郑州德化步行街粤海店,13,32,2825,2.5,217,88,建军,3
43313,23,1EZZ1S0551,森马郑州德化步行街粤海店,3,5,353,1.7,118,71,建军,3
43314,10,1EZZ1S0551,森马郑州德化步行街粤海店,2,7,712,3.5,356,102,工作日,4
43314,11,1EZZ1S0551,森马郑州德化步行街粤海店,15,35,2615,2.3,174,75,工作日,4
43314,12,1EZZ1S0551,森马郑州德化步行街粤海店,7,15,1288,2.1,184,86,工作日,4
43314,13,1EZZ1S0551,森马郑州德化步行街粤海店,13,31,2928,2.4,225,94,工作日,4
43314,14,1EZZ1S0551,森马郑州德化步行街粤海店,10,31,2620,3.1,262,85,工作日,4
43314,15,1EZZ1S0551,森马郑州德化步行街粤海店,13,31,3504,2.4,270,113,工作日,4
43314,16,1EZZ1S0551,森马郑州德化步行街粤海店,13,32,2714,2.5,209,85,工作日,4
43314,17,1EZZ1S0551,森马郑州德化步行街粤海店,18,52,4498,2.9,250,87,工作日,4
43314,18,1EZZ1S0551,森马郑州德化步行街粤海店,26,57,4438,2.2,171,78,工作日,4
43314,19,1EZZ1S0551,森马郑州德化步行街粤海店,20,43,3663,2.2,183,85,工作日,4
43314,20,1EZZ1S0551,森马郑州德化步行街粤海店,25,55,5016,2.2,201,91,工作日,4
43314,21,1EZZ1S0551,森马郑州德化步行街粤海店,21,49,3702,2.3,176,76,工作日,4
43314,22,1EZZ1S0551,森马郑州德化步行街粤海店,8,24,1990,3,249,83,工作日,4
43314,23,1EZZ1S0551,森马郑州德化步行街粤海店,1,1,99,1,99,99,工作日,4
43315,10,1EZZ1S0551,森马郑州德化步行街粤海店,3,10,919,3.3,306,92,工作日,5
43315,11,1EZZ1S0551,森马郑州德化步行街粤海店,8,18,1792,2.3,224,100,工作日,5
43315,12,1EZZ1S0551,森马郑州德化步行街粤海店,14,35,2331,2.5,167,67,工作日,5
43315,13,1EZZ1S0551,森马郑州德化步行街粤海店,6,17,1136,2.8,189,67,工作日,5
43315,14,1EZZ1S0551,森马郑州德化步行街粤海店,5,16,972,3.2,194,61,工作日,5
43315,15,1EZZ1S0551,森马郑州德化步行街粤海店,10,30,2178,3,218,73,工作日,5
43315,16,1EZZ1S0551,森马郑州德化步行街粤海店,12,27,1978,2.3,165,73,工作日,5
43315,17,1EZZ1S0551,森马郑州德化步行街粤海店,20,50,3597,2.5,180,72,工作日,5
43315,18,1EZZ1S0551,森马郑州德化步行街粤海店,10,24,2211,2.4,221,92,工作日,5
43315,19,1EZZ1S0551,森马郑州德化步行街粤海店,14,37,3310,2.6,236,89,工作日,5
43315,20,1EZZ1S0551,森马郑州德化步行街粤海店,25,62,5806,2.5,232,94,工作日,5
43315,21,1EZZ1S0551,森马郑州德化步行街粤海店,11,26,2191,2.4,199,84,工作日,5
43315,22,1EZZ1S0551,森马郑州德化步行街粤海店,10,26,2665,2.6,267,103,工作日,5
43316,9,1EZZ1S0551,森马郑州德化步行街粤海店,5,9,956,1.8,191,106,周末,6
43316,10,1EZZ1S0551,森马郑州德化步行街粤海店,7,19,1443,2.7,206,76,周末,6
43316,11,1EZZ1S0551,森马郑州德化步行街粤海店,14,38,3239,2.7,231,85,周末,6
43316,12,1EZZ1S0551,森马郑州德化步行街粤海店,16,35,3924,2.2,245,112,周末,6
43316,13,1EZZ1S0551,森马郑州德化步行街粤海店,17,42,3918,2.5,230,93,周末,6
43316,14,1EZZ1S0551,森马郑州德化步行街粤海店,17,50,4023,2.9,237,80,周末,6
43316,15,1EZZ1S0551,森马郑州德化步行街粤海店,20,49,4394,2.5,220,90,周末,6
43316,16,1EZZ1S0551,森马郑州德化步行街粤海店,20,51,4845,2.6,242,95,周末,6
43316,17,1EZZ1S0551,森马郑州德化步行街粤海店,34,81,7322,2.4,215,90,周末,6
43316,18,1EZZ1S0551,森马郑州德化步行街粤海店,31,78,7162,2.5,231,92,周末,6
43316,19,1EZZ1S0551,森马郑州德化步行街粤海店,43,106,8957,2.5,208,85,周末,6
43316,20,1EZZ1S0551,森马郑州德化步行街粤海店,41,94,8707,2.3,212,93,周末,6
43316,21,1EZZ1S0551,森马郑州德化步行街粤海店,33,77,6456,2.3,196,84,周末,6
43316,22,1EZZ1S0551,森马郑州德化步行街粤海店,13,33,2710,2.5,208,82,周末,6
43316,23,1EZZ1S0551,森马郑州德化步行街粤海店,6,14,980,2.3,163,70,周末,6
43317,10,1EZZ1S0551,森马郑州德化步行街粤海店,15,38,3371,2.5,225,89,周末,7
43317,11,1EZZ1S0551,森马郑州德化步行街粤海店,22,55,5601,2.5,255,102,周末,7
43317,12,1EZZ1S0551,森马郑州德化步行街粤海店,27,63,5289,2.3,196,84,周末,7
43317,13,1EZZ1S0551,森马郑州德化步行街粤海店,19,53,4704,2.8,248,89,周末,7
43317,14,1EZZ1S0551,森马郑州德化步行街粤海店,24,56,5105,2.3,213,91,周末,7
43317,15,1EZZ1S0551,森马郑州德化步行街粤海店,27,62,5866,2.3,217,95,周末,7
43317,16,1EZZ1S0551,森马郑州德化步行街粤海店,46,124,11083,2.7,241,89,周末,7
43317,17,1EZZ1S0551,森马郑州德化步行街粤海店,35,78,7203,2.2,206,92,周末,7
43317,18,1EZZ1S0551,森马郑州德化步行街粤海店,46,106,9668,2.3,210,91,周末,7
43317,19,1EZZ1S0551,森马郑州德化步行街粤海店,35,73,6598,2.1,189,90,周末,7
43317,20,1EZZ1S0551,森马郑州德化步行街粤海店,26,68,5804,2.6,223,85,周末,7
43317,21,1EZZ1S0551,森马郑州德化步行街粤海店,16,40,3510,2.5,219,88,周末,7
43317,22,1EZZ1S0551,森马郑州德化步行街粤海店,17,44,4083,2.6,240,93,周末,7
43317,23,1EZZ1S0551,森马郑州德化步行街粤海店,1,1,99,1,99,99,周末,7
43318,9,1EZZ1S0551,森马郑州德化步行街粤海店,4,6,602,1.5,151,100,工作日,1
43318,10,1EZZ1S0551,森马郑州德化步行街粤海店,3,9,1173,3,391,130,工作日,1
43318,11,1EZZ1S0551,森马郑州德化步行街粤海店,10,23,2111,2.3,211,92,工作日,1
43318,12,1EZZ1S0551,森马郑州德化步行街粤海店,10,30,2042,3,204,68,工作日,1
43318,13,1EZZ1S0551,森马郑州德化步行街粤海店,14,47,4195,3.4,300,89,工作日,1
43318,14,1EZZ1S0551,森马郑州德化步行街粤海店,15,37,3208,2.5,214,87,工作日,1
43318,15,1EZZ1S0551,森马郑州德化步行街粤海店,4,6,736,1.5,184,123,工作日,1
43318,16,1EZZ1S0551,森马郑州德化步行街粤海店,15,45,5170,3,345,115,工作日,1
43318,17,1EZZ1S0551,森马郑州德化步行街粤海店,19,46,3959,2.4,208,86,工作日,1
43318,18,1EZZ1S0551,森马郑州德化步行街粤海店,20,52,4799,2.6,240,92,工作日,1
43318,19,1EZZ1S0551,森马郑州德化步行街粤海店,22,68,5561,3.1,253,82,工作日,1
43318,20,1EZZ1S0551,森马郑州德化步行街粤海店,27,58,6303,2.2,233,109,工作日,1
43318,21,1EZZ1S0551,森马郑州德化步行街粤海店,21,54,5242,2.6,250,97,工作日,1
43318,22,1EZZ1S0551,森马郑州德化步行街粤海店,7,16,1336,2.3,191,84,工作日,1
43319,9,1EZZ1S0551,森马郑州德化步行街粤海店,2,6,498,3,249,83,工作日,2
43319,10,1EZZ1S0551,森马郑州德化步行街粤海店,5,13,1479,2.6,296,114,工作日,2
43319,11,1EZZ1S0551,森马郑州德化步行街粤海店,8,18,1589,2.3,199,88,工作日,2
43319,12,1EZZ1S0551,森马郑州德化步行街粤海店,9,22,3061,2.4,340,139,工作日,2
43319,13,1EZZ1S0551,森马郑州德化步行街粤海店,5,13,1417,2.6,283,109,工作日,2
43319,14,1EZZ1S0551,森马郑州德化步行街粤海店,10,40,3342,4,334,84,工作日,2
43319,15,1EZZ1S0551,森马郑州德化步行街粤海店,15,36,3320,2.4,221,92,工作日,2
43319,16,1EZZ1S0551,森马郑州德化步行街粤海店,17,47,4633,2.8,273,99,工作日,2
43319,17,1EZZ1S0551,森马郑州德化步行街粤海店,16,42,3348,2.6,209,80,工作日,2
43319,18,1EZZ1S0551,森马郑州德化步行街粤海店,15,46,3691,3.1,246,80,工作日,2
43319,19,1EZZ1S0551,森马郑州德化步行街粤海店,20,50,4203,2.5,210,84,工作日,2
43319,20,1EZZ1S0551,森马郑州德化步行街粤海店,17,43,3423,2.5,201,80,工作日,2
43319,21,1EZZ1S0551,森马郑州德化步行街粤海店,22,52,5792,2.4,263,111,工作日,2
43319,22,1EZZ1S0551,森马郑州德化步行街粤海店,5,11,1190,2.2,238,108,工作日,2
43320,8,1EZZ1S0551,森马郑州德化步行街粤海店,1,2,183,2,183,92,工作日,3
43320,9,1EZZ1S0551,森马郑州德化步行街粤海店,1,2,176,2,176,88,工作日,3
43320,10,1EZZ1S0551,森马郑州德化步行街粤海店,7,23,1471,3.3,210,64,工作日,3
43320,11,1EZZ1S0551,森马郑州德化步行街粤海店,12,32,2827,2.7,236,88,工作日,3
43320,12,1EZZ1S0551,森马郑州德化步行街粤海店,14,44,3789,3.1,271,86,工作日,3
43320,13,1EZZ1S0551,森马郑州德化步行街粤海店,2,4,259,2,130,65,工作日,3
43320,14,1EZZ1S0551,森马郑州德化步行街粤海店,7,16,1389,2.3,198,87,工作日,3
43320,15,1EZZ1S0551,森马郑州德化步行街粤海店,9,19,2705,2.1,301,142,工作日,3
43320,16,1EZZ1S0551,森马郑州德化步行街粤海店,17,37,3600,2.2,212,97,工作日,3
43320,17,1EZZ1S0551,森马郑州德化步行街粤海店,18,40,4194,2.2,233,105,工作日,3
43320,18,1EZZ1S0551,森马郑州德化步行街粤海店,12,29,3354,2.4,280,116,工作日,3
43320,19,1EZZ1S0551,森马郑州德化步行街粤海店,18,45,3922,2.5,218,87,工作日,3
43320,20,1EZZ1S0551,森马郑州德化步行街粤海店,22,55,5295,2.5,241,96,工作日,3
43320,21,1EZZ1S0551,森马郑州德化步行街粤海店,17,42,3598,2.5,212,86,工作日,3
43320,22,1EZZ1S0551,森马郑州德化步行街粤海店,10,28,3219,2.8,322,115,工作日,3
43321,9,1EZZ1S0551,森马郑州德化步行街粤海店,2,4,214,2,107,54,工作日,4
43321,10,1EZZ1S0551,森马郑州德化步行街粤海店,7,18,1556,2.6,222,86,工作日,4
43321,11,1EZZ1S0551,森马郑州德化步行街粤海店,6,18,1443,3,241,80,工作日,4
43321,12,1EZZ1S0551,森马郑州德化步行街粤海店,11,34,3300,3.1,300,97,工作日,4
43321,13,1EZZ1S0551,森马郑州德化步行街粤海店,9,31,2738,3.4,304,88,工作日,4
43321,14,1EZZ1S0551,森马郑州德化步行街粤海店,11,27,2223,2.5,202,82,工作日,4
43321,15,1EZZ1S0551,森马郑州德化步行街粤海店,10,28,2639,2.8,264,94,工作日,4
43321,16,1EZZ1S0551,森马郑州德化步行街粤海店,8,21,1425,2.6,178,68,工作日,4
43321,17,1EZZ1S0551,森马郑州德化步行街粤海店,18,41,3528,2.3,196,86,工作日,4
43321,18,1EZZ1S0551,森马郑州德化步行街粤海店,17,35,3528,2.1,208,101,工作日,4
43321,19,1EZZ1S0551,森马郑州德化步行街粤海店,18,41,3630,2.3,202,89,工作日,4
43321,20,1EZZ1S0551,森马郑州德化步行街粤海店,29,71,8416,2.5,290,119,工作日,4
43321,21,1EZZ1S0551,森马郑州德化步行街粤海店,29,62,5587,2.1,193,90,工作日,4
43321,22,1EZZ1S0551,森马郑州德化步行街粤海店,8,22,1746,2.8,218,79,工作日,4
43322,9,1EZZ1S0551,森马郑州德化步行街粤海店,1,3,429,3,429,143,工作日,5
43322,10,1EZZ1S0551,森马郑州德化步行街粤海店,3,5,475,1.7,158,95,工作日,5
43322,11,1EZZ1S0551,森马郑州德化步行街粤海店,13,29,3616,2.2,278,125,工作日,5
43322,12,1EZZ1S0551,森马郑州德化步行街粤海店,6,15,1596,2.5,266,106,工作日,5
43322,13,1EZZ1S0551,森马郑州德化步行街粤海店,11,25,2503,2.3,228,100,工作日,5
43322,14,1EZZ1S0551,森马郑州德化步行街粤海店,11,27,2343,2.5,213,87,工作日,5
43322,15,1EZZ1S0551,森马郑州德化步行街粤海店,9,19,1910,2.1,212,101,工作日,5
43322,16,1EZZ1S0551,森马郑州德化步行街粤海店,14,35,3718,2.5,266,106,工作日,5
43322,17,1EZZ1S0551,森马郑州德化步行街粤海店,8,16,1329,2,166,83,工作日,5
43322,18,1EZZ1S0551,森马郑州德化步行街粤海店,16,42,4575,2.6,286,109,工作日,5
43322,19,1EZZ1S0551,森马郑州德化步行街粤海店,19,55,4669,2.9,246,85,工作日,5
43322,20,1EZZ1S0551,森马郑州德化步行街粤海店,20,56,5311,2.8,266,95,工作日,5
43322,21,1EZZ1S0551,森马郑州德化步行街粤海店,20,50,5345,2.5,267,107,工作日,5
43322,22,1EZZ1S0551,森马郑州德化步行街粤海店,11,30,3215,2.7,292,107,工作日,5
43323,9,1EZZ1S0551,森马郑州德化步行街粤海店,1,3,183,3,183,61,周末,6
43323,10,1EZZ1S0551,森马郑州德化步行街粤海店,13,29,2601,2.2,200,90,周末,6
43323,11,1EZZ1S0551,森马郑州德化步行街粤海店,16,38,3552,2.4,222,93,周末,6
43323,12,1EZZ1S0551,森马郑州德化步行街粤海店,22,44,4886,2,222,111,周末,6
43323,13,1EZZ1S0551,森马郑州德化步行街粤海店,18,39,4068,2.2,226,104,周末,6
43323,14,1EZZ1S0551,森马郑州德化步行街粤海店,24,56,5108,2.3,213,91,周末,6
43323,15,1EZZ1S0551,森马郑州德化步行街粤海店,15,28,2823,1.9,188,101,周末,6
43323,16,1EZZ1S0551,森马郑州德化步行街粤海店,19,45,4084,2.4,215,91,周末,6
43323,17,1EZZ1S0551,森马郑州德化步行街粤海店,31,87,7565,2.8,244,87,周末,6
43323,18,1EZZ1S0551,森马郑州德化步行街粤海店,45,105,10563,2.3,235,101,周末,6
43323,19,1EZZ1S0551,森马郑州德化步行街粤海店,38,80,7903,2.1,208,99,周末,6
43323,20,1EZZ1S0551,森马郑州德化步行街粤海店,44,103,9519,2.3,216,92,周末,6
43323,21,1EZZ1S0551,森马郑州德化步行街粤海店,38,102,9804,2.7,258,96,周末,6
43323,22,1EZZ1S0551,森马郑州德化步行街粤海店,14,27,2480,1.9,177,92,周末,6
43323,23,1EZZ1S0551,森马郑州德化步行街粤海店,5,23,2463,4.6,493,107,周末,6
43324,8,1EZZ1S0551,森马郑州德化步行街粤海店,1,2,99,2,99,50,周末,7
43324,9,1EZZ1S0551,森马郑州德化步行街粤海店,1,4,304,4,304,76,周末,7
43324,10,1EZZ1S0551,森马郑州德化步行街粤海店,15,33,3067,2.2,204,93,周末,7
43324,11,1EZZ1S0551,森马郑州德化步行街粤海店,26,66,6142,2.5,236,93,周末,7
43324,12,1EZZ1S0551,森马郑州德化步行街粤海店,22,68,6490,3.1,295,95,周末,7
43324,13,1EZZ1S0551,森马郑州德化步行街粤海店,20,54,5086,2.7,254,94,周末,7
43324,14,1EZZ1S0551,森马郑州德化步行街粤海店,26,65,6286,2.5,242,97,周末,7
43324,15,1EZZ1S0551,森马郑州德化步行街粤海店,30,76,7815,2.5,261,103,周末,7
43324,16,1EZZ1S0551,森马郑州德化步行街粤海店,55,120,11840,2.2,215,99,周末,7
43324,17,1EZZ1S0551,森马郑州德化步行街粤海店,37,86,8684,2.3,235,101,周末,7
43324,18,1EZZ1S0551,森马郑州德化步行街粤海店,54,118,11336,2.2,210,96,周末,7
43324,19,1EZZ1S0551,森马郑州德化步行街粤海店,46,107,11088,2.3,241,104,周末,7
43324,20,1EZZ1S0551,森马郑州德化步行街粤海店,37,78,8931,2.1,241,115,周末,7
43324,21,1EZZ1S0551,森马郑州德化步行街粤海店,29,83,5947,2.9,205,72,周末,7
43324,22,1EZZ1S0551,森马郑州德化步行街粤海店,17,41,4524,2.4,266,110,周末,7
43324,23,1EZZ1S0551,森马郑州德化步行街粤海店,2,11,1020,5.5,510,93,周末,7
43325,9,1EZZ1S0551,森马郑州德化步行街粤海店,1,2,87,2,87,44,工作日,1
